	Lemma	Gender	LemmaID
988	naștere	Fem	naștere
989	motan	Masc	motan
990	plăcere	Fem	plăcere
991	insultă	Fem	insultă
992	insulă	Fem	insulă
993	ghiozdan	Neut	ghiozdan
994	muzică	Fem	muzică
995	băiețel	Masc	băiețel
996	abuz	Neut	abuz
997	lac	Neut	lac
998	brâu	Neut	brâu
999	eroină	Fem	eroină
1000	caldarâm	Neut	caldarâm
1001	liber		liber
1002	statură	Fem	statură
1003	patriarh	Masc	patriarh
1004	întâietate	Fem	întâietate
1005	uimire	Fem	uimire
1006	virtute	Fem	virtute
1007	bărbat	Masc	bărbat
1008	fluier	Neut	fluier
1009	țărișoară	Fem	țărișoară
1010	caz	Neut	caz
1011	contact	Neut	contact
1012	iepure	Masc	iepure
1013	păianjen	Masc	păianjen
1014	grădină	Fem	grădină
1015	agricultor	Masc	agricultor
1016	crăpătură	Fem	crăpătură
1017	cumpănă	Fem	cumpănă
1018	salut	Neut	salut
1019	tribună	Fem	tribună
1020	frunte	Fem	frunte
1021	neliniște	Fem	neliniște
1022	iarnă	Fem	iarnă
1023	scorpie	Fem	scorpie
1024	bot	Neut	bot
1025	persoană	Fem	persoană
1026	decret	Neut	decret
1027	memorial	Neut	memorial
1028	echipă	Fem	echipă
1029	limită	Fem	limită
1030	vagon	Neut	vagon
1031	cal	Masc	cal
1032	amărăciune	Fem	amărăciune
1033	scoarță	Fem	scoarță
1034	roată	Fem	roată
1035	particularitate	Fem	particularitate
1036	rochie	Fem	rochie
1037	actor	Masc	actor
1038	analiză	Fem	analiză
1039	apropiere	Fem	apropiere
1040	preot	Masc	preot
1041	zarzăr	Masc	zarzăr
1042	mâncare	Fem	mâncare
1043	socoteală	Fem	socoteală
1044	intensitate	Fem	intensitate
1045	pedeapsă	Fem	pedeapsă
1046	explicație	Fem	explicație
1047	schimbare	Fem	schimbare
1048	frunză	Fem	frunză
1049	aducere	Fem	aducere
1050	ginere	Masc	ginere
1051	prinț	Masc	prinț
1052	leoaică	Fem	leoaică
1053	corp		corp
1054	păstrare	Fem	păstrare
1055	crai		crai
1056	zgomot	Neut	zgomot
1057	hârtie	Fem	hârtie
1058	semn	Neut	semn
1059	vin	Neut	vin
1060	mustață	Fem	mustață
1061	reprezentare	Fem	reprezentare
1062	sinonim	Neut	sinonim
1063	mâță	Fem	mâță
1064	val	Neut	val
1065	peliculă	Fem	peliculă
1066	probă	Fem	probă
1067	robot	Masc	robot
1068	mrejă	Fem	mrejă
1069	fapt	Neut	fapt
1070	angajament	Neut	angajament
1071	atitudine	Fem	atitudine
1072	manie	Fem	manie
1073	tutun	Neut	tutun
1074	moșie	Fem	moșie
1075	dud	Masc	dud
1076	fâșie	Fem	fâșie
1077	fiică	Fem	fiică
1078	tren	Neut	tren
1079	afiș	Neut	afiș
1080	coasă	Fem	coasă
1081	colindat		colindat
1082	creion	Neut	creion
1083	hotă	Fem	hotă
1084	plan	Neut	plan
1085	tratat	Neut	tratat
1086	trâmbiță	Fem	trâmbiță
1087	spirit	Neut	spirit
1088	oștire	Fem	oștire
1089	interviu	Neut	interviu
1090	majoritate	Fem	majoritate
1091	seriozitate	Fem	seriozitate
1092	catedrală	Fem	catedrală
1093	șiretlic	Neut	șiretlic
1094	curs	Neut	curs
1095	galbenă	Fem	galbenă
1096	folos	Neut	folos
1097	îngrijorare	Fem	îngrijorare
1098	răspuns	Neut	răspuns
1099	maestru	Masc	maestru
1100	țărm	Neut	țărm
1101	empatie	Fem	empatie
1102	făclie	Fem	făclie
1103	șoaptă	Fem	șoaptă
1104	colegiu	Neut	colegiu
1105	fotograf	Masc	fotograf
1106	urcare	Fem	urcare
1107	mimică	Fem	mimică
1108	proiect	Neut	proiect
1109	partener	Masc	partener
1110	vegetație	Fem	vegetație
1111	front	Neut	front
1112	memorie	Fem	memorie
1113	tradiție	Fem	tradiție
1114	tablă	Fem	tablă
1115	lăcaș	Neut	lăcaș
1116	automat	Neut	automat
1117	imagine	Fem	imagine
1118	rapiditate	Fem	rapiditate
1119	premiu	Neut	premiu
1120	situație	Fem	situație
1121	ac	Neut	ac
1122	cer	Masc	cer
1123	sosire	Fem	sosire
1124	încăpere	Fem	încăpere
1125	paralelă	Fem	paralelă
1126	treaptă	Fem	treaptă
1127	obraznic	Masc	obraznic
1128	mamă	Fem	mamă
1129	tastatură	Fem	tastatură
1130	disciplină	Fem	disciplină
1131	ochi		ochi
1132	relație	Fem	relație
1133	elaborare	Fem	elaborare
1134	apartament	Neut	apartament
1135	geniu		geniu
1136	microscop	Neut	microscop
1137	zmeu		zmeu
1138	columnă	Fem	columnă
1139	așezat	Masc	așezat
1140	întreg	Masc	întreg
1141	înlocuitor	Masc	înlocuitor
1142	stemă	Fem	stemă
1143	dascăl	Masc	dascăl
1144	metal	Neut	metal
1145	arsenal	Neut	arsenal
1146	grădiniță	Fem	grădiniță
1147	stăpânire	Fem	stăpânire
1148	pajiște	Fem	pajiște
1149	abatere	Fem	abatere
1150	varză	Fem	varză
1151	programă	Fem	programă
1152	coregrafie	Fem	coregrafie
1153	lovitură	Fem	lovitură
1154	cârcă	Fem	cârcă
1155	jurat	Masc	jurat
1156	sol	Masc	sol
1157	avion	Neut	avion
1158	ură	Fem	ură
1159	oficiu	Neut	oficiu
1160	coloană	Fem	coloană
1161	nădejde	Fem	nădejde
1162	creator	Masc	creator
1163	baltă	Fem	baltă
1164	mobilier	Neut	mobilier
1165	tribut	Neut	tribut
1166	colac	Masc	colac
1167	strângere	Fem	strângere
1168	respectare	Fem	respectare
1169	origine	Fem	origine
1170	egalitate	Fem	egalitate
1171	timp	Masc	timp
1172	vânzare	Fem	vânzare
1173	autonomie	Fem	autonomie
1174	pământean	Masc	pământean
1175	smalț	Neut	smalț
1176	hotar	Neut	hotar
1177	pat	Neut	pat
1178	înot	Neut	înot
1179	lună	Fem	lună
1180	bunic	Masc	bunic
1181	moarte	Fem	moarte
1182	mormânt	Neut	mormânt
1183	joc	Neut	joc
1184	priveliște	Fem	priveliște
1185	iubire	Fem	iubire
1186	medie	Fem	medie
1187	vinietă	Fem	vinietă
1188	vitejie	Fem	vitejie
1189	ibric	Neut	ibric
1190	furtună	Fem	furtună
1191	desfășurare	Fem	desfășurare
1192	vas	Neut	vas
1193	rețetă	Fem	rețetă
1194	compliment	Neut	compliment
1195	scânteie	Fem	scânteie
1196	farmec	Neut	farmec
1197	test	Neut	test
1198	achiziție	Fem	achiziție
1199	magie	Fem	magie
1200	fin	Masc	fin
1201	perete	Masc	perete
1202	computer	Neut	computer
1203	constantă	Fem	constantă
1204	context	Neut	context
1205	parfum	Neut	parfum
1206	polițist	Masc	polițist
1207	fereastră	Fem	fereastră
1208	trunchi	Neut	trunchi
1209	deosebire	Fem	deosebire
1210	pasager	Masc	pasager
1211	fracțiune	Fem	fracțiune
1212	amenajare	Fem	amenajare
1213	sărăcie	Fem	sărăcie
1214	lipici		lipici
1215	dotare	Fem	dotare
1216	miel	Masc	miel
1217	ou	Neut	ou
1218	roman	Neut	roman
1219	istoric	Masc	istoric
1220	minută	Fem	minută
1221	meșteșug	Neut	meșteșug
1222	coadă	Fem	coadă
1223	obor	Neut	obor
1224	teritoriu	Neut	teritoriu
1225	salon	Neut	salon
1226	bucățică	Fem	bucățică
1227	gânditor	Masc	gânditor
1228	fir	Neut	fir
1229	viitor	Neut	viitor
1230	selecție	Fem	selecție
1231	aripă	Fem	aripă
1232	autobuz	Neut	autobuz
1233	biblie	Fem	biblie
1234	clasă	Fem	clasă
1235	baghetă	Fem	baghetă
1236	atac	Neut	atac
1237	grijă	Fem	grijă
1238	politețe	Fem	politețe
1239	cămin	Neut	cămin
1240	banană	Fem	banană
1241	tril	Neut	tril
1242	călătoare	Fem	călătoare
1243	certificat	Neut	certificat
1244	papă		papă
1245	comedie	Fem	comedie
1246	ambalaj	Neut	ambalaj
1247	încheietură	Fem	încheietură
1248	veselie	Fem	veselie
1249	steag	Neut	steag
1250	gramatică	Fem	gramatică
1251	mobilitate	Fem	mobilitate
1252	necaz	Neut	necaz
1253	trandafir	Masc	trandafir
1254	glumă	Fem	glumă
1255	natură	Fem	natură
1256	părăsire	Fem	părăsire
1257	traversare	Fem	traversare
1258	ingredient	Neut	ingredient
1259	aniversare	Fem	aniversare
1260	oxigen	Masc	oxigen
1261	ordonare	Fem	ordonare
1262	infanterie	Fem	infanterie
1263	falcă	Fem	falcă
1264	lungime	Fem	lungime
1265	îmbinare	Fem	îmbinare
1266	construire	Fem	construire
1267	mânzoc	Masc	mânzoc
1268	sfoară	Fem	sfoară
1269	libertate	Fem	libertate
1270	podea	Fem	podea
1271	codru	Masc	codru
1272	propoziție	Fem	propoziție
1273	permisiune	Fem	permisiune
1274	copil	Masc	copil
1275	bordei	Neut	bordei
1276	mal	Neut	mal
1277	înalt	Neut	înalt
1278	dragon	Neut	dragon
1279	sclav	Masc	sclav
1280	bibliotecă	Fem	bibliotecă
1281	omenire	Fem	omenire
1282	sceptru	Neut	sceptru
1283	suspensie	Fem	suspensie
1284	diferență	Fem	diferență
1285	pronume	Neut	pronume
1286	lene	Fem	lene
1287	mândrie	Fem	mândrie
1288	mac	Masc	mac
1289	uliță	Fem	uliță
1290	brumă	Fem	brumă
1291	debut	Neut	debut
1292	excepție	Fem	excepție
1293	implicare	Fem	implicare
1294	tată	Masc	tată
1295	întrecere	Fem	întrecere
1296	răsuflare	Fem	răsuflare
1297	trăsătură	Fem	trăsătură
1298	încredere	Fem	încredere
1299	ministru	Masc	ministru
1300	stână	Fem	stână
1301	zăpadă	Fem	zăpadă
1302	sunet	Neut	sunet
1303	dezamăgire	Fem	dezamăgire
1304	confort	Neut	confort
1305	recipient	Neut	recipient
1306	băiat	Masc	băiat
1307	cabană	Fem	cabană
1308	proiecție	Fem	proiecție
1309	iubit		iubit
1310	cuib	Neut	cuib
1311	colegă	Fem	colegă
1312	luptă	Fem	luptă
1313	rușine	Fem	rușine
1314	păcat	Neut	păcat
1315	listă	Fem	listă
1316	subiect	Neut	subiect
1317	titan	Masc	titan
1318	personal	Neut	personal
1319	șoricel	Masc	șoricel
1320	sobă	Fem	sobă
1321	indicație	Fem	indicație
1322	vapor	Neut	vapor
1323	fragment	Neut	fragment
1324	epocă	Fem	epocă
1325	ușurință	Fem	ușurință
1326	pană	Fem	pană
1327	vestă	Fem	vestă
1328	suspans	Neut	suspans
1329	tractor	Neut	tractor
1330	grupă	Fem	grupă
1331	unitate	Fem	unitate
1332	mod	Neut	mod
1333	datorie	Fem	datorie
1334	habitat	Neut	habitat
1335	orientare	Fem	orientare
1336	remarcă	Fem	remarcă
1337	reprezentativă	Fem	reprezentativă
1338	general	Masc	general
1339	cercetare	Fem	cercetare
1340	gând	Neut	gând
1341	grec	Masc	grec
1342	obraz	Masc	obraz
1343	acord	Neut	acord
1344	ilustrație	Fem	ilustrație
1345	ratat	Masc	ratat
1346	cronică	Fem	cronică
1347	tehnică	Fem	tehnică
1348	orar	Neut	orar
1349	adevăr	Neut	adevăr
1350	verb	Neut	verb
1351	nemernic	Masc	nemernic
1352	picătură	Fem	picătură
1353	vis	Neut	vis
1354	umăr	Neut	umăr
1355	onoare		onoare
1356	animație	Fem	animație
1357	intermediu	Neut	intermediu
1358	arhitectură	Fem	arhitectură
1359	oraș	Neut	oraș
1360	poză	Fem	poză
1361	femeie	Fem	femeie
